,Topics,Alpha,Beta,Chunks,Coherence
311,6,0.15,0.7499999999999999,40.0,
312,6,0.15,0.7499999999999999,60.0,
313,6,0.15,0.7499999999999999,80.0,
314,6,0.15,0.7499999999999999,100.0,
315,6,0.15,symmetric,20.0,
316,6,0.15,symmetric,40.0,
317,6,0.15,symmetric,60.0,
318,6,0.15,symmetric,80.0,
319,6,0.15,symmetric,100.0,
320,6,0.44999999999999996,0.15,20.0,
321,6,0.44999999999999996,0.15,40.0,
322,6,0.44999999999999996,0.15,60.0,
323,6,0.44999999999999996,0.15,80.0,
324,6,0.44999999999999996,0.15,100.0,
325,6,0.44999999999999996,0.44999999999999996,20.0,
326,6,0.44999999999999996,0.44999999999999996,40.0,
327,6,0.44999999999999996,0.44999999999999996,60.0,
328,6,0.44999999999999996,0.44999999999999996,80.0,
329,6,0.44999999999999996,0.44999999999999996,100.0,
330,6,0.44999999999999996,0.7499999999999999,20.0,
331,6,0.44999999999999996,0.7499999999999999,40.0,0.5348500609593112
332,6,0.44999999999999996,0.7499999999999999,60.0,
333,6,0.44999999999999996,0.7499999999999999,80.0,
334,6,0.44999999999999996,0.7499999999999999,100.0,
335,6,0.44999999999999996,symmetric,20.0,
336,6,0.44999999999999996,symmetric,40.0,
337,6,0.44999999999999996,symmetric,60.0,
338,6,0.44999999999999996,symmetric,80.0,
339,6,0.44999999999999996,symmetric,100.0,
340,6,0.7499999999999999,0.15,20.0,
341,6,0.7499999999999999,0.15,40.0,
342,6,0.7499999999999999,0.15,60.0,
343,6,0.7499999999999999,0.15,80.0,
344,6,0.7499999999999999,0.15,100.0,
345,6,0.7499999999999999,0.44999999999999996,20.0,
346,6,0.7499999999999999,0.44999999999999996,40.0,
347,6,0.7499999999999999,0.44999999999999996,60.0,
348,6,0.7499999999999999,0.44999999999999996,80.0,
349,6,0.7499999999999999,0.44999999999999996,100.0,
350,6,0.7499999999999999,0.7499999999999999,20.0,
351,6,0.7499999999999999,0.7499999999999999,40.0,0.3749691641281078
352,6,0.7499999999999999,0.7499999999999999,60.0,
353,6,0.7499999999999999,0.7499999999999999,80.0,
354,6,0.7499999999999999,0.7499999999999999,100.0,
355,6,0.7499999999999999,symmetric,20.0,
356,6,0.7499999999999999,symmetric,40.0,
357,6,0.7499999999999999,symmetric,60.0,
358,6,0.7499999999999999,symmetric,80.0,
359,6,0.7499999999999999,symmetric,100.0,
360,6,symmetric,0.15,20.0,
361,6,symmetric,0.15,40.0,
362,6,symmetric,0.15,60.0,
363,6,symmetric,0.15,80.0,
364,6,symmetric,0.15,100.0,
365,6,symmetric,0.44999999999999996,20.0,
366,6,symmetric,0.44999999999999996,40.0,
367,6,symmetric,0.44999999999999996,60.0,
368,6,symmetric,0.44999999999999996,80.0,
369,6,symmetric,0.44999999999999996,100.0,
370,6,symmetric,0.7499999999999999,20.0,
371,6,symmetric,0.7499999999999999,40.0,0.5564898420990733
372,6,symmetric,0.7499999999999999,60.0,
373,6,symmetric,0.7499999999999999,80.0,
374,6,symmetric,0.7499999999999999,100.0,
375,6,symmetric,symmetric,20.0,
376,6,symmetric,symmetric,40.0,
377,6,symmetric,symmetric,60.0,
378,6,symmetric,symmetric,80.0,
379,6,symmetric,symmetric,100.0,
380,6,asymmetric,0.15,20.0,
381,6,asymmetric,0.15,40.0,
382,6,asymmetric,0.15,60.0,
383,6,asymmetric,0.15,80.0,
384,6,asymmetric,0.15,100.0,
385,6,asymmetric,0.44999999999999996,20.0,
386,6,asymmetric,0.44999999999999996,40.0,
387,6,asymmetric,0.44999999999999996,60.0,
388,6,asymmetric,0.44999999999999996,80.0,
389,6,asymmetric,0.44999999999999996,100.0,
390,6,asymmetric,0.7499999999999999,20.0,
391,6,asymmetric,0.7499999999999999,40.0,
392,6,asymmetric,0.7499999999999999,60.0,
393,6,asymmetric,0.7499999999999999,80.0,
394,6,asymmetric,0.7499999999999999,100.0,
395,6,asymmetric,symmetric,20.0,
396,6,asymmetric,symmetric,40.0,
397,6,asymmetric,symmetric,60.0,
398,6,asymmetric,symmetric,80.0,
399,6,asymmetric,symmetric,100.0,
400,7,0.15,0.15,20.0,
401,7,0.15,0.15,40.0,
402,7,0.15,0.15,60.0,
403,7,0.15,0.15,80.0,
404,7,0.15,0.15,100.0,
405,7,0.15,0.44999999999999996,20.0,
406,7,0.15,0.44999999999999996,40.0,
407,7,0.15,0.44999999999999996,60.0,
408,7,0.15,0.44999999999999996,80.0,
409,7,0.15,0.44999999999999996,100.0,
410,7,0.15,0.7499999999999999,20.0,
411,7,0.15,0.7499999999999999,40.0,
412,7,0.15,0.7499999999999999,60.0,
413,7,0.15,0.7499999999999999,80.0,
414,7,0.15,0.7499999999999999,100.0,
415,7,0.15,symmetric,20.0,
416,7,0.15,symmetric,40.0,
417,7,0.15,symmetric,60.0,
418,7,0.15,symmetric,80.0,
419,7,0.15,symmetric,100.0,
420,7,0.44999999999999996,0.15,20.0,
421,7,0.44999999999999996,0.15,40.0,
422,7,0.44999999999999996,0.15,60.0,
423,7,0.44999999999999996,0.15,80.0,
424,7,0.44999999999999996,0.15,100.0,
425,7,0.44999999999999996,0.44999999999999996,20.0,
426,7,0.44999999999999996,0.44999999999999996,40.0,
427,7,0.44999999999999996,0.44999999999999996,60.0,
428,7,0.44999999999999996,0.44999999999999996,80.0,
429,7,0.44999999999999996,0.44999999999999996,100.0,
430,7,0.44999999999999996,0.7499999999999999,20.0,
431,7,0.44999999999999996,0.7499999999999999,40.0,
432,7,0.44999999999999996,0.7499999999999999,60.0,
433,7,0.44999999999999996,0.7499999999999999,80.0,
434,7,0.44999999999999996,0.7499999999999999,100.0,
435,7,0.44999999999999996,symmetric,20.0,
436,7,0.44999999999999996,symmetric,40.0,0.42620366147453215
437,7,0.44999999999999996,symmetric,60.0,
438,7,0.44999999999999996,symmetric,80.0,
439,7,0.44999999999999996,symmetric,100.0,
440,7,0.7499999999999999,0.15,20.0,
441,7,0.7499999999999999,0.15,40.0,
442,7,0.7499999999999999,0.15,60.0,
443,7,0.7499999999999999,0.15,80.0,
444,7,0.7499999999999999,0.15,100.0,
445,7,0.7499999999999999,0.44999999999999996,20.0,
446,7,0.7499999999999999,0.44999999999999996,40.0,
447,7,0.7499999999999999,0.44999999999999996,60.0,
448,7,0.7499999999999999,0.44999999999999996,80.0,
449,7,0.7499999999999999,0.44999999999999996,100.0,
450,7,0.7499999999999999,0.7499999999999999,20.0,
451,7,0.7499999999999999,0.7499999999999999,40.0,
452,7,0.7499999999999999,0.7499999999999999,60.0,
453,7,0.7499999999999999,0.7499999999999999,80.0,
454,7,0.7499999999999999,0.7499999999999999,100.0,
455,7,0.7499999999999999,symmetric,20.0,
456,7,0.7499999999999999,symmetric,40.0,
457,7,0.7499999999999999,symmetric,60.0,
458,7,0.7499999999999999,symmetric,80.0,
459,7,0.7499999999999999,symmetric,100.0,
460,7,symmetric,0.15,20.0,
461,7,symmetric,0.15,40.0,
462,7,symmetric,0.15,60.0,
463,7,symmetric,0.15,80.0,
464,7,symmetric,0.15,100.0,
465,7,symmetric,0.44999999999999996,20.0,
466,7,symmetric,0.44999999999999996,40.0,
467,7,symmetric,0.44999999999999996,60.0,
468,7,symmetric,0.44999999999999996,80.0,
469,7,symmetric,0.44999999999999996,100.0,
470,7,symmetric,0.7499999999999999,20.0,
471,7,symmetric,0.7499999999999999,40.0,
472,7,symmetric,0.7499999999999999,60.0,
473,7,symmetric,0.7499999999999999,80.0,
474,7,symmetric,0.7499999999999999,100.0,
475,7,symmetric,symmetric,20.0,
476,7,symmetric,symmetric,40.0,
477,7,symmetric,symmetric,60.0,
478,7,symmetric,symmetric,80.0,
479,7,symmetric,symmetric,100.0,
480,7,asymmetric,0.15,20.0,
481,7,asymmetric,0.15,40.0,
482,7,asymmetric,0.15,60.0,
483,7,asymmetric,0.15,80.0,
484,7,asymmetric,0.15,100.0,
485,7,asymmetric,0.44999999999999996,20.0,
486,7,asymmetric,0.44999999999999996,40.0,
487,7,asymmetric,0.44999999999999996,60.0,
488,7,asymmetric,0.44999999999999996,80.0,
489,7,asymmetric,0.44999999999999996,100.0,
490,7,asymmetric,0.7499999999999999,20.0,
491,7,asymmetric,0.7499999999999999,40.0,0.5030570003338825
492,7,asymmetric,0.7499999999999999,60.0,
493,7,asymmetric,0.7499999999999999,80.0,
494,7,asymmetric,0.7499999999999999,100.0,
495,7,asymmetric,symmetric,20.0,
496,7,asymmetric,symmetric,40.0,
497,7,asymmetric,symmetric,60.0,
498,7,asymmetric,symmetric,80.0,
499,7,asymmetric,symmetric,100.0,
500,8,0.15,0.15,20.0,
501,8,0.15,0.15,40.0,
502,8,0.15,0.15,60.0,
503,8,0.15,0.15,80.0,
504,8,0.15,0.15,100.0,
505,8,0.15,0.44999999999999996,20.0,
506,8,0.15,0.44999999999999996,40.0,
507,8,0.15,0.44999999999999996,60.0,
508,8,0.15,0.44999999999999996,80.0,
509,8,0.15,0.44999999999999996,100.0,
510,8,0.15,0.7499999999999999,20.0,
511,8,0.15,0.7499999999999999,40.0,
512,8,0.15,0.7499999999999999,60.0,
513,8,0.15,0.7499999999999999,80.0,
514,8,0.15,0.7499999999999999,100.0,
515,8,0.15,symmetric,20.0,
516,8,0.15,symmetric,40.0,
517,8,0.15,symmetric,60.0,
518,8,0.15,symmetric,80.0,
519,8,0.15,symmetric,100.0,
520,8,0.44999999999999996,0.15,20.0,
521,8,0.44999999999999996,0.15,40.0,
522,8,0.44999999999999996,0.15,60.0,
523,8,0.44999999999999996,0.15,80.0,
524,8,0.44999999999999996,0.15,100.0,
525,8,0.44999999999999996,0.44999999999999996,20.0,
526,8,0.44999999999999996,0.44999999999999996,40.0,
527,8,0.44999999999999996,0.44999999999999996,60.0,
528,8,0.44999999999999996,0.44999999999999996,80.0,
529,8,0.44999999999999996,0.44999999999999996,100.0,
530,8,0.44999999999999996,0.7499999999999999,20.0,
531,8,0.44999999999999996,0.7499999999999999,40.0,
532,8,0.44999999999999996,0.7499999999999999,60.0,
533,8,0.44999999999999996,0.7499999999999999,80.0,
534,8,0.44999999999999996,0.7499999999999999,100.0,
535,8,0.44999999999999996,symmetric,20.0,
536,8,0.44999999999999996,symmetric,40.0,
537,8,0.44999999999999996,symmetric,60.0,
538,8,0.44999999999999996,symmetric,80.0,
539,8,0.44999999999999996,symmetric,100.0,
540,8,0.7499999999999999,0.15,20.0,
541,8,0.7499999999999999,0.15,40.0,
542,8,0.7499999999999999,0.15,60.0,
543,8,0.7499999999999999,0.15,80.0,
544,8,0.7499999999999999,0.15,100.0,
545,8,0.7499999999999999,0.44999999999999996,20.0,
546,8,0.7499999999999999,0.44999999999999996,40.0,
547,8,0.7499999999999999,0.44999999999999996,60.0,
548,8,0.7499999999999999,0.44999999999999996,80.0,
549,8,0.7499999999999999,0.44999999999999996,100.0,
550,8,0.7499999999999999,0.7499999999999999,20.0,
551,8,0.7499999999999999,0.7499999999999999,40.0,
552,8,0.7499999999999999,0.7499999999999999,60.0,
553,8,0.7499999999999999,0.7499999999999999,80.0,
554,8,0.7499999999999999,0.7499999999999999,100.0,
555,8,0.7499999999999999,symmetric,20.0,
556,8,0.7499999999999999,symmetric,40.0,
557,8,0.7499999999999999,symmetric,60.0,
558,8,0.7499999999999999,symmetric,80.0,
559,8,0.7499999999999999,symmetric,100.0,
560,8,symmetric,0.15,20.0,
561,8,symmetric,0.15,40.0,
562,8,symmetric,0.15,60.0,
563,8,symmetric,0.15,80.0,
564,8,symmetric,0.15,100.0,
565,8,symmetric,0.44999999999999996,20.0,
566,8,symmetric,0.44999999999999996,40.0,
567,8,symmetric,0.44999999999999996,60.0,
568,8,symmetric,0.44999999999999996,80.0,
569,8,symmetric,0.44999999999999996,100.0,
570,8,symmetric,0.7499999999999999,20.0,
571,8,symmetric,0.7499999999999999,40.0,
572,8,symmetric,0.7499999999999999,60.0,
573,8,symmetric,0.7499999999999999,80.0,
574,8,symmetric,0.7499999999999999,100.0,
575,8,symmetric,symmetric,20.0,
576,8,symmetric,symmetric,40.0,
577,8,symmetric,symmetric,60.0,
578,8,symmetric,symmetric,80.0,
579,8,symmetric,symmetric,100.0,
580,8,asymmetric,0.15,20.0,
581,8,asymmetric,0.15,40.0,
582,8,asymmetric,0.15,60.0,
583,8,asymmetric,0.15,80.0,
584,8,asymmetric,0.15,100.0,
585,8,asymmetric,0.44999999999999996,20.0,
586,8,asymmetric,0.44999999999999996,40.0,
587,8,asymmetric,0.44999999999999996,60.0,
588,8,asymmetric,0.44999999999999996,80.0,
589,8,asymmetric,0.44999999999999996,100.0,
590,8,asymmetric,0.7499999999999999,20.0,
591,8,asymmetric,0.7499999999999999,40.0,
592,8,asymmetric,0.7499999999999999,60.0,
593,8,asymmetric,0.7499999999999999,80.0,
594,8,asymmetric,0.7499999999999999,100.0,
595,8,asymmetric,symmetric,20.0,
596,8,asymmetric,symmetric,40.0,
597,8,asymmetric,symmetric,60.0,
598,8,asymmetric,symmetric,80.0,
599,8,asymmetric,symmetric,100.0,
600,9,0.15,0.15,20.0,
601,9,0.15,0.15,40.0,
602,9,0.15,0.15,60.0,
603,9,0.15,0.15,80.0,
604,9,0.15,0.15,100.0,
605,9,0.15,0.44999999999999996,20.0,
606,9,0.15,0.44999999999999996,40.0,
607,9,0.15,0.44999999999999996,60.0,
608,9,0.15,0.44999999999999996,80.0,
609,9,0.15,0.44999999999999996,100.0,
610,9,0.15,0.7499999999999999,20.0,
