,Topics,Alpha,Beta,Chunks,Coherence
135,8,0.44999999999999996,symmetric,20.0,0.37969990025680506
136,8,0.44999999999999996,symmetric,40.0,0.37459002754005644
137,8,0.44999999999999996,symmetric,60.0,0.39204765993394897
138,8,0.44999999999999996,symmetric,80.0,0.38750688085411134
139,8,0.44999999999999996,symmetric,100.0,0.33346531802526835
140,8,0.7499999999999999,0.15,20.0,0.3957909451427074
141,8,0.7499999999999999,0.15,40.0,0.40659881020744604
142,8,0.7499999999999999,0.15,60.0,0.4090230613468473
143,8,0.7499999999999999,0.15,80.0,0.427085209539444
144,8,0.7499999999999999,0.15,100.0,0.351262711467546
145,8,0.7499999999999999,0.44999999999999996,20.0,0.462775354193495
146,8,0.7499999999999999,0.44999999999999996,40.0,0.40637557316859274
147,8,0.7499999999999999,0.44999999999999996,60.0,0.45523785957501006
148,8,0.7499999999999999,0.44999999999999996,80.0,0.4079173486912699
149,8,0.7499999999999999,0.44999999999999996,100.0,0.4094846806238185
150,8,0.7499999999999999,0.7499999999999999,20.0,0.5313404490461151
151,8,0.7499999999999999,0.7499999999999999,40.0,0.4313075354309791
152,8,0.7499999999999999,0.7499999999999999,60.0,0.40448629631191024
153,8,0.7499999999999999,0.7499999999999999,80.0,0.3662196421428979
154,8,0.7499999999999999,0.7499999999999999,100.0,0.36997044094048603
155,8,0.7499999999999999,symmetric,20.0,0.39763237981657706
156,8,0.7499999999999999,symmetric,40.0,0.3813363268236301
157,8,0.7499999999999999,symmetric,60.0,0.41305148495480254
158,8,0.7499999999999999,symmetric,80.0,0.4416640439470637
159,8,0.7499999999999999,symmetric,100.0,0.34273949936196085
160,8,symmetric,0.15,20.0,0.3673510748297246
161,8,symmetric,0.15,40.0,0.3517529128629793
162,8,symmetric,0.15,60.0,0.3720977720250773
163,8,symmetric,0.15,80.0,0.4512835457336905
164,8,symmetric,0.15,100.0,0.366778890289053
165,8,symmetric,0.44999999999999996,20.0,0.3992385065067964
166,8,symmetric,0.44999999999999996,40.0,0.37608869363049613
167,8,symmetric,0.44999999999999996,60.0,0.4470482130192396
168,8,symmetric,0.44999999999999996,80.0,0.4215891453420645
169,8,symmetric,0.44999999999999996,100.0,0.3801864330667427
170,8,symmetric,0.7499999999999999,20.0,0.3513299558993672
171,8,symmetric,0.7499999999999999,40.0,0.4092010339307758
172,8,symmetric,0.7499999999999999,60.0,0.3650426344657929
173,8,symmetric,0.7499999999999999,80.0,0.35816846108561917
174,8,symmetric,0.7499999999999999,100.0,0.4123671354344439
175,8,symmetric,symmetric,20.0,0.35426386685934186
176,8,symmetric,symmetric,40.0,0.3321793305082332
177,8,symmetric,symmetric,60.0,0.357225462981263
178,8,symmetric,symmetric,80.0,0.4258545249778162
179,8,symmetric,symmetric,100.0,0.3664645316419175
180,8,asymmetric,0.15,20.0,0.34353225462058484
181,8,asymmetric,0.15,40.0,0.40392899328366616
182,8,asymmetric,0.15,60.0,0.3755196989851768
183,8,asymmetric,0.15,80.0,0.4231286106209568
184,8,asymmetric,0.15,100.0,0.39173391249668177
185,8,asymmetric,0.44999999999999996,20.0,0.43468594215423434
186,8,asymmetric,0.44999999999999996,40.0,0.36121740162055865
187,8,asymmetric,0.44999999999999996,60.0,0.43892528809821213
188,8,asymmetric,0.44999999999999996,80.0,0.4635261563214933
189,8,asymmetric,0.44999999999999996,100.0,0.4342449122363683
190,8,asymmetric,0.7499999999999999,20.0,0.44967545545027027
191,8,asymmetric,0.7499999999999999,40.0,0.3405111656864651
192,8,asymmetric,0.7499999999999999,60.0,0.4413473902219941
193,8,asymmetric,0.7499999999999999,80.0,0.36786694733469405
194,8,asymmetric,0.7499999999999999,100.0,0.4593530206283391
195,8,asymmetric,symmetric,20.0,0.3769244489201019
196,8,asymmetric,symmetric,40.0,0.39373136275340337
197,8,asymmetric,symmetric,60.0,0.407456075846715
198,8,asymmetric,symmetric,80.0,0.4125871806984298
199,8,asymmetric,symmetric,100.0,0.39418271762069623
200,9,0.15,0.15,20.0,0.3433908963828517
201,9,0.15,0.15,40.0,0.35843752912124155
202,9,0.15,0.15,60.0,0.37317316742909834
203,9,0.15,0.15,80.0,0.386548723583635
204,9,0.15,0.15,100.0,0.32336780479680177
205,9,0.15,0.44999999999999996,20.0,0.4262071418270583
206,9,0.15,0.44999999999999996,40.0,0.38521491195423535
207,9,0.15,0.44999999999999996,60.0,0.4096150075888241
208,9,0.15,0.44999999999999996,80.0,0.4182540764715872
209,9,0.15,0.44999999999999996,100.0,0.4489328689215999
210,9,0.15,0.7499999999999999,20.0,0.42955627522558526
211,9,0.15,0.7499999999999999,40.0,0.3774915232322472
212,9,0.15,0.7499999999999999,60.0,0.41720944250620273
213,9,0.15,0.7499999999999999,80.0,0.33941218023418207
214,9,0.15,0.7499999999999999,100.0,0.48647563055354026
215,9,0.15,symmetric,20.0,0.34758570448804377
216,9,0.15,symmetric,40.0,0.3818785617217864
217,9,0.15,symmetric,60.0,0.3897991186865966
218,9,0.15,symmetric,80.0,0.38522503429928523
219,9,0.15,symmetric,100.0,0.34559878215284123
220,9,0.44999999999999996,0.15,20.0,0.39443632126233213
221,9,0.44999999999999996,0.15,40.0,0.37363910430710234
222,9,0.44999999999999996,0.15,60.0,0.3778527320076951
223,9,0.44999999999999996,0.15,80.0,0.3704256529846464
224,9,0.44999999999999996,0.15,100.0,0.3538146706683311
225,9,0.44999999999999996,0.44999999999999996,20.0,0.4296913742434531
226,9,0.44999999999999996,0.44999999999999996,40.0,0.4218755372898795
227,9,0.44999999999999996,0.44999999999999996,60.0,0.3941635920913859
228,9,0.44999999999999996,0.44999999999999996,80.0,0.45016913725254337
229,9,0.44999999999999996,0.44999999999999996,100.0,0.4101273206056235
230,9,0.44999999999999996,0.7499999999999999,20.0,0.4780637712202721
231,9,0.44999999999999996,0.7499999999999999,40.0,0.42739394003218023
232,9,0.44999999999999996,0.7499999999999999,60.0,0.3757913207059419
233,9,0.44999999999999996,0.7499999999999999,80.0,0.42335120381964503
234,9,0.44999999999999996,0.7499999999999999,100.0,0.5004808245507808
235,9,0.44999999999999996,symmetric,20.0,0.38322285752520024
236,9,0.44999999999999996,symmetric,40.0,0.37727798968964
237,9,0.44999999999999996,symmetric,60.0,0.37945336394049994
238,9,0.44999999999999996,symmetric,80.0,0.3706923801340795
239,9,0.44999999999999996,symmetric,100.0,0.3669809203606173
240,9,0.7499999999999999,0.15,20.0,0.3682109460283367
241,9,0.7499999999999999,0.15,40.0,0.3669504634783308
242,9,0.7499999999999999,0.15,60.0,0.394036630738621
243,9,0.7499999999999999,0.15,80.0,0.40033836357231567
244,9,0.7499999999999999,0.15,100.0,0.3546859945614255
245,9,0.7499999999999999,0.44999999999999996,20.0,0.423686803109483
246,9,0.7499999999999999,0.44999999999999996,40.0,0.3969566729519528
247,9,0.7499999999999999,0.44999999999999996,60.0,0.4354354996798659
248,9,0.7499999999999999,0.44999999999999996,80.0,0.40079298274048214
249,9,0.7499999999999999,0.44999999999999996,100.0,0.3323464573249187
250,9,0.7499999999999999,0.7499999999999999,20.0,0.518775098274283
251,9,0.7499999999999999,0.7499999999999999,40.0,0.4090916995176345
252,9,0.7499999999999999,0.7499999999999999,60.0,0.4563825868086486
253,9,0.7499999999999999,0.7499999999999999,80.0,0.4350115135098007
254,9,0.7499999999999999,0.7499999999999999,100.0,0.47260850442415336
255,9,0.7499999999999999,symmetric,20.0,0.38326834939924354
256,9,0.7499999999999999,symmetric,40.0,0.4206154881133078
257,9,0.7499999999999999,symmetric,60.0,0.40009860556795374
258,9,0.7499999999999999,symmetric,80.0,0.4085195589452513
259,9,0.7499999999999999,symmetric,100.0,0.34688486752407105
260,9,symmetric,0.15,20.0,0.34775828182282337
261,9,symmetric,0.15,40.0,0.36897739360114407
262,9,symmetric,0.15,60.0,0.3710995312366039
263,9,symmetric,0.15,80.0,0.39002741038089694
264,9,symmetric,0.15,100.0,0.32837000870155475
265,9,symmetric,0.44999999999999996,20.0,0.42989362875401765
266,9,symmetric,0.44999999999999996,40.0,0.4036299847398638
267,9,symmetric,0.44999999999999996,60.0,0.3989542996491527
268,9,symmetric,0.44999999999999996,80.0,0.4243821507605862
269,9,symmetric,0.44999999999999996,100.0,0.4027522180198983
270,9,symmetric,0.7499999999999999,20.0,0.4187917439825844
271,9,symmetric,0.7499999999999999,40.0,0.3771655302608764
272,9,symmetric,0.7499999999999999,60.0,0.4038706825187584
273,9,symmetric,0.7499999999999999,80.0,0.42565654063837305
274,9,symmetric,0.7499999999999999,100.0,0.4391344648406561
275,9,symmetric,symmetric,20.0,0.3516685018802654
276,9,symmetric,symmetric,40.0,0.37007725860181206
277,9,symmetric,symmetric,60.0,0.3942227114576887
278,9,symmetric,symmetric,80.0,0.39368999104105223
279,9,symmetric,symmetric,100.0,0.33303791456810544
280,9,asymmetric,0.15,20.0,0.3606245883613569
281,9,asymmetric,0.15,40.0,0.38890393350401803
282,9,asymmetric,0.15,60.0,0.4324554602406789
283,9,asymmetric,0.15,80.0,0.39608723529454903
284,9,asymmetric,0.15,100.0,0.4186218254873833
285,9,asymmetric,0.44999999999999996,20.0,0.3664408596283235
286,9,asymmetric,0.44999999999999996,40.0,0.39882251055113394
287,9,asymmetric,0.44999999999999996,60.0,0.41123945793373307
288,9,asymmetric,0.44999999999999996,80.0,0.39597243106999636
289,9,asymmetric,0.44999999999999996,100.0,0.4951979865811274
290,9,asymmetric,0.7499999999999999,20.0,0.4506480911228492
291,9,asymmetric,0.7499999999999999,40.0,0.39925659238426736
292,9,asymmetric,0.7499999999999999,60.0,0.42219321741642735
293,9,asymmetric,0.7499999999999999,80.0,0.31301603758628155
294,9,asymmetric,0.7499999999999999,100.0,0.45080333974925657
295,9,asymmetric,symmetric,20.0,0.3611752237165402
296,9,asymmetric,symmetric,40.0,0.3721106307853342
297,9,asymmetric,symmetric,60.0,0.40107186061261146
298,9,asymmetric,symmetric,80.0,0.41528856936674274
299,9,asymmetric,symmetric,100.0,0.4107369551044838
300,10,0.15,0.15,20.0,0.3225198354255304
301,10,0.15,0.15,40.0,0.36369232688934694
302,10,0.15,0.15,60.0,0.37453771465370644
303,10,0.15,0.15,80.0,0.4040347079047068
304,10,0.15,0.15,100.0,0.3996553260421246
305,10,0.15,0.44999999999999996,20.0,0.4090146744663519
306,10,0.15,0.44999999999999996,40.0,0.39610215094489415
307,10,0.15,0.44999999999999996,60.0,0.3979286690228759
308,10,0.15,0.44999999999999996,80.0,0.37231029531228793
309,10,0.15,0.44999999999999996,100.0,0.4496624219084353
310,10,0.15,0.7499999999999999,20.0,0.3539825114505276
311,10,0.15,0.7499999999999999,40.0,0.37241495404381386
312,10,0.15,0.7499999999999999,60.0,0.38238666108839814
313,10,0.15,0.7499999999999999,80.0,0.36121470059060307
314,10,0.15,0.7499999999999999,100.0,0.4246306210422294
315,10,0.15,symmetric,20.0,0.347104647380478
316,10,0.15,symmetric,40.0,0.35964206066918875
317,10,0.15,symmetric,60.0,0.3814642011982601
318,10,0.15,symmetric,80.0,0.3911942777611137
319,10,0.15,symmetric,100.0,0.36459838155969804
320,10,0.44999999999999996,0.15,20.0,0.4249974649634193
321,10,0.44999999999999996,0.15,40.0,0.38177187214362285
322,10,0.44999999999999996,0.15,60.0,0.3790739002799251
323,10,0.44999999999999996,0.15,80.0,0.41300729238495376
324,10,0.44999999999999996,0.15,100.0,0.39016208812037495
325,10,0.44999999999999996,0.44999999999999996,20.0,0.40764482626504284
326,10,0.44999999999999996,0.44999999999999996,40.0,0.41432502374308366
327,10,0.44999999999999996,0.44999999999999996,60.0,0.4392609167474725
328,10,0.44999999999999996,0.44999999999999996,80.0,0.4337250769916693
329,10,0.44999999999999996,0.44999999999999996,100.0,0.40939965778746357
330,10,0.44999999999999996,0.7499999999999999,20.0,0.4754577019901275
331,10,0.44999999999999996,0.7499999999999999,40.0,0.38280622058499364
332,10,0.44999999999999996,0.7499999999999999,60.0,0.3699237248191466
333,10,0.44999999999999996,0.7499999999999999,80.0,0.40286439535822466
334,10,0.44999999999999996,0.7499999999999999,100.0,0.3940648740452257
335,10,0.44999999999999996,symmetric,20.0,0.36598071742162797
336,10,0.44999999999999996,symmetric,40.0,0.4000961602210989
337,10,0.44999999999999996,symmetric,60.0,0.38504998158496406
338,10,0.44999999999999996,symmetric,80.0,0.4069642308436041
339,10,0.44999999999999996,symmetric,100.0,0.40665912517535563
340,10,0.7499999999999999,0.15,20.0,0.39850236311215614
341,10,0.7499999999999999,0.15,40.0,0.3820903516033069
342,10,0.7499999999999999,0.15,60.0,0.41604566475406524
343,10,0.7499999999999999,0.15,80.0,0.3910525708131179
344,10,0.7499999999999999,0.15,100.0,0.34816490112143167
345,10,0.7499999999999999,0.44999999999999996,20.0,0.44018072849632545
346,10,0.7499999999999999,0.44999999999999996,40.0,0.3810356581039215
347,10,0.7499999999999999,0.44999999999999996,60.0,0.41026271564885725
348,10,0.7499999999999999,0.44999999999999996,80.0,0.41077544717080705
349,10,0.7499999999999999,0.44999999999999996,100.0,0.43673505054945305
350,10,0.7499999999999999,0.7499999999999999,20.0,0.5014647713999274
351,10,0.7499999999999999,0.7499999999999999,40.0,0.3887528360294027
352,10,0.7499999999999999,0.7499999999999999,60.0,0.46814426421857125
353,10,0.7499999999999999,0.7499999999999999,80.0,0.48678872176235066
354,10,0.7499999999999999,0.7499999999999999,100.0,0.49734017482393655
355,10,0.7499999999999999,symmetric,20.0,0.38774762159590986
356,10,0.7499999999999999,symmetric,40.0,0.37554349870554515
357,10,0.7499999999999999,symmetric,60.0,0.421615914920764
358,10,0.7499999999999999,symmetric,80.0,0.40878507634519334
359,10,0.7499999999999999,symmetric,100.0,0.33409973252679614
360,10,symmetric,0.15,20.0,0.3247638206275588
361,10,symmetric,0.15,40.0,0.35683220015506467
362,10,symmetric,0.15,60.0,0.3987239737944812
363,10,symmetric,0.15,80.0,0.3836172047924001
364,10,symmetric,0.15,100.0,0.37762344128456327
365,10,symmetric,0.44999999999999996,20.0,0.4473890629392777
366,10,symmetric,0.44999999999999996,40.0,0.3943225081001534
367,10,symmetric,0.44999999999999996,60.0,0.38928343593893544
368,10,symmetric,0.44999999999999996,80.0,0.3799261044637373
369,10,symmetric,0.44999999999999996,100.0,0.44631024896588717
370,10,symmetric,0.7499999999999999,20.0,0.34537282219682525
371,10,symmetric,0.7499999999999999,40.0,0.3823657288495409
372,10,symmetric,0.7499999999999999,60.0,0.38482669602677866
373,10,symmetric,0.7499999999999999,80.0,0.42477396929238564
374,10,symmetric,0.7499999999999999,100.0,0.42870639869426197
375,10,symmetric,symmetric,20.0,0.3505397853453072
376,10,symmetric,symmetric,40.0,0.3527707587828356
377,10,symmetric,symmetric,60.0,0.41860769080450666
378,10,symmetric,symmetric,80.0,0.376285652712958
379,10,symmetric,symmetric,100.0,0.380456205081679
380,10,asymmetric,0.15,20.0,0.3704487418879202
381,10,asymmetric,0.15,40.0,0.3890474519323782
382,10,asymmetric,0.15,60.0,0.36826026271920026
383,10,asymmetric,0.15,80.0,0.4117153921017159
384,10,asymmetric,0.15,100.0,0.43318951526055177
385,10,asymmetric,0.44999999999999996,20.0,0.3576807210406074
386,10,asymmetric,0.44999999999999996,40.0,0.3935157902894646
387,10,asymmetric,0.44999999999999996,60.0,0.39540069573313724
388,10,asymmetric,0.44999999999999996,80.0,0.4201770657332736
389,10,asymmetric,0.44999999999999996,100.0,0.4252546202814641
390,10,asymmetric,0.7499999999999999,20.0,0.3772444294256309
391,10,asymmetric,0.7499999999999999,40.0,0.37448991477221505
392,10,asymmetric,0.7499999999999999,60.0,0.4253481759185713
393,10,asymmetric,0.7499999999999999,80.0,0.45187654241862035
394,10,asymmetric,0.7499999999999999,100.0,0.4721393509125794
395,10,asymmetric,symmetric,20.0,0.3792337534929393
396,10,asymmetric,symmetric,40.0,0.42484142204866354
397,10,asymmetric,symmetric,60.0,0.4044871474776663
398,10,asymmetric,symmetric,80.0,0.42517542825786636
399,10,asymmetric,symmetric,100.0,0.4449752314736394
400,11,0.15,0.15,20.0,0.34705510272013446
401,11,0.15,0.15,40.0,0.34269204804250203
402,11,0.15,0.15,60.0,0.39938582761663927
403,11,0.15,0.15,80.0,0.4100939667333829
404,11,0.15,0.15,100.0,0.4221977239995109
405,11,0.15,0.44999999999999996,20.0,0.41120480918239005
406,11,0.15,0.44999999999999996,40.0,0.3916696984034165
407,11,0.15,0.44999999999999996,60.0,0.3917979524183904
408,11,0.15,0.44999999999999996,80.0,0.40297610500405107
409,11,0.15,0.44999999999999996,100.0,0.44504219612285056
410,11,0.15,0.7499999999999999,20.0,0.47324398127792155
411,11,0.15,0.7499999999999999,40.0,0.42519564167611307
412,11,0.15,0.7499999999999999,60.0,0.41787871885533756
413,11,0.15,0.7499999999999999,80.0,0.3729588568820729
414,11,0.15,0.7499999999999999,100.0,0.437730352529188
415,11,0.15,symmetric,20.0,0.3569286474520181
416,11,0.15,symmetric,40.0,0.37001590970116444
417,11,0.15,symmetric,60.0,0.38664985661420936
418,11,0.15,symmetric,80.0,0.4238231350297033
419,11,0.15,symmetric,100.0,0.43661155010571756
420,11,0.44999999999999996,0.15,20.0,0.4005496519966396
421,11,0.44999999999999996,0.15,40.0,0.3520586541584939
422,11,0.44999999999999996,0.15,60.0,0.3823299965719056
423,11,0.44999999999999996,0.15,80.0,0.390789505491909
424,11,0.44999999999999996,0.15,100.0,0.3749216482691456
425,11,0.44999999999999996,0.44999999999999996,20.0,0.4241641121897658
426,11,0.44999999999999996,0.44999999999999996,40.0,0.36639534754121394
427,11,0.44999999999999996,0.44999999999999996,60.0,0.4284531566004486
428,11,0.44999999999999996,0.44999999999999996,80.0,0.40990876317723174
429,11,0.44999999999999996,0.44999999999999996,100.0,0.4158286999517829
430,11,0.44999999999999996,0.7499999999999999,20.0,0.5122081077130863
431,11,0.44999999999999996,0.7499999999999999,40.0,0.3698793568880721
432,11,0.44999999999999996,0.7499999999999999,60.0,0.42347603109587517
433,11,0.44999999999999996,0.7499999999999999,80.0,0.45190043891827025
434,11,0.44999999999999996,0.7499999999999999,100.0,0.3938290547234606
435,11,0.44999999999999996,symmetric,20.0,0.3817460091149355
436,11,0.44999999999999996,symmetric,40.0,0.3527053856286708
437,11,0.44999999999999996,symmetric,60.0,0.3600655486305344
438,11,0.44999999999999996,symmetric,80.0,0.38024075768987653
439,11,0.44999999999999996,symmetric,100.0,0.3888220733439391
440,11,0.7499999999999999,0.15,20.0,0.38552089924849164
441,11,0.7499999999999999,0.15,40.0,0.3469518906232615
442,11,0.7499999999999999,0.15,60.0,0.37257008053131757
443,11,0.7499999999999999,0.15,80.0,0.38837398183576677
444,11,0.7499999999999999,0.15,100.0,0.3591845459931036
445,11,0.7499999999999999,0.44999999999999996,20.0,0.4498215928588184
446,11,0.7499999999999999,0.44999999999999996,40.0,0.40825786198085295
447,11,0.7499999999999999,0.44999999999999996,60.0,0.4628787832282011
448,11,0.7499999999999999,0.44999999999999996,80.0,0.41646867065660786
449,11,0.7499999999999999,0.44999999999999996,100.0,0.41198651616823323
450,11,0.7499999999999999,0.7499999999999999,20.0,0.4381219486928844
451,11,0.7499999999999999,0.7499999999999999,40.0,0.40678344405876704
452,11,0.7499999999999999,0.7499999999999999,60.0,0.502974614348081
453,11,0.7499999999999999,0.7499999999999999,80.0,0.47651297676304394
454,11,0.7499999999999999,0.7499999999999999,100.0,0.46576290680555316
455,11,0.7499999999999999,symmetric,20.0,0.41283996182594235
456,11,0.7499999999999999,symmetric,40.0,0.338043037053449
457,11,0.7499999999999999,symmetric,60.0,0.38215217333035034
